id,name,text,trans
2017017020010,あさひ,ふうっ……いいね、この歌\n歌いやすいし、楽しい,呼……这首歌真不错\n好唱又有趣
0000000000000,プロデューサー,……すごいな\nこういう曲もいけるのか,……真厉害啊\n这种歌也能驾驭呢
0000000000000,プロデューサー,安定感もすごいし\nなんか……説得力がすごい,稳定性很好\n而且……非常有说服力
2017017020020,あさひ,『あははっ\nすごいしか言ってない』,"""啊哈哈\n你一直在说'厉害'呢"""
0000000000000,プロデューサー,すまん……ちょっと試しにと思ったんだけど\n予想以上によかったものだから,抱歉……本来只是想试试看\n没想到效果比预想的还要好
0000000000000,プロデューサー,ダンスだけじゃなく歌も────\n留学先で、本当に頑張ってきたんだな,不只是舞蹈，连唱歌也────\n在留学期间，你真的很努力啊
2017017020030,あさひ,『…………新曲もこんな感じで行くの？』,"""…………新歌也是这种风格吗？"""
0000000000000,プロデューサー,…………まだ何も決めてない\nゆっくり準備していこう,…………还没决定呢\n我们慢慢准备吧
0000000000000,プロデューサー,……これが、今一番再生数伸ばしてるやつ\nで、こっちのグループは最近よくTVに出てる,……这个是目前播放量上升最快的\n然后这个组合最近经常上电视
2017017020040,あさひ,────知らない人ばっかり\n世間が変わるのは早いね,────都是不认识的人\n世界变化真快啊
0000000000000,プロデューサー,一応、確認だけど……\nまた芸能活動再開、でいいんだよな？,我再确认一下……\n你确定要重新开始演艺活动吗？
2017017020050,あさひ,──他にできること、ないしね,──反正也没有其他能做的事了
0000000000000,プロデューサー,他にできること……なんていうけど\nそこまでできるっていうのはなかなかないんだぞ,说什么没有其他能做的事……\n能做到这种程度的人可不多见啊
0000000000000,プロデューサー,今のあさひに最適の活動を探していこう\n『アイドル』という形にこだわらなくてもいいから,"让我们一起找找最适合现在的朝日的发展方向吧\n不一定要局限于""偶像""这个形式"
2017017020060,あさひ,アイドル……か,偶像……吗
0000000000000,プロデューサー,そうだ。アイドルでは……このユニットとか\n結構注目浴びてる,对了，说到偶像……这个组合\n最近很受关注
2017017020070,あさひ,あ,啊
0000000000000,プロデューサー,……？,……怎么了？
2017017020080,あさひ,『ストレイライト』の二番煎じだって,"""他们说这是在模仿Straylight"""
0000000000000,プロデューサー,……そうか。あさひは、どう思う？,……是吗。朝日你觉得呢？
2017017020090,あさひ,似てないよ、全然\nそんなふうに言われるの、この人たちだって嫌だと思う,完全不像好吗\n被人这么说，她们一定也会觉得不高兴
0000000000000,プロデューサー,…………『ストレイライト』は、最高だったからなあ,"…………毕竟""Straylight""真的很出色啊"
0000000000000,プロデューサー,いまだに動画の再生数が伸びてて\n各所から楽曲を使用したいって連絡も来るし────,到现在视频播放量还在增长\n各方都在询问能否使用她们的歌曲────
2017017020100,あさひ,────わたし、海外楽しかったよ\n自分でも、こんなに身軽でいられるのかってびっくりした,────我在国外过得很开心哦\n连我自己都吃惊，原来可以这么自在
2017017020110,あさひ,…………でもね、帰ってきたよ\nここに,…………不过呢，我还是回来了\n回到这里
2017017020120,あさひ,なんでかな\nストレイライトもいないのにね,为什么呢\n明明Straylight已经不在了
0000000000000,プロデューサー,………………──────,………………──────
2017017020130,あさひ,……あ\n何か、空を飛んでた,……啊\n有什么东西在天上飞
0000000000000,プロデューサー,鳥か？\nそれとも、飛行機とか,是鸟吗？\n还是飞机之类的
2017017020140,あさひ,ううん、たぶんカイト\n誰かが揚げてるんだと思う,不是，应该是风筝\n大概是有人在放风筝吧
0000000000000,プロデューサー,見にいってみるか,要去看看吗
2017017020150,あさひ,…………うん\nでも、飲み物残ってるし、話も終わってないから後でいい,…………嗯\n不过饮料还没喝完，话题也没说完，待会再去吧
0000000000000,プロデューサー,ああ、そうだな,啊，说得对
2017017020160,あさひ,────カイト、いないね,────风筝不见了呢
0000000000000,プロデューサー,遊び終わって、帰っちゃったのかな,可能是玩完就回去了吧
2017017020170,あさひ,──それとも、見間違いで\nカイトなんてはじめからなかったのかも,──也可能是我看错了\n从一开始就没有风筝呢
0000000000000,プロデューサー,………………,………………
select,,待ってようか,要等吗
select,,一緒に揚げるか、\nカイト,要一起升空吗，\n凯特
select,,次は\nすぐに追いかけよう,下次\n要马上追上去啊
0000000000000,プロデューサー,また来るかも\nカイトか……カイトに見えた何かが,也许会再来的\n是凯特吗……或是看起来像凯特的什么东西
2017017020180,あさひ,────ここで？,────在这里？
0000000000000,プロデューサー,うん\n基地でも作ってさ,嗯\n我们来建个基地吧
2017017020190,あさひ,あははっ、いいね\n基地,啊哈哈，好啊\n基地
2017017020200,あさひ,よさそうな流木もあるし,这里有不少不错的浮木呢
0000000000000,プロデューサー,海の怪物が来ても、戦えそうだ,就算海怪来了，也能战斗呢
2017017020210,あさひ,戦うの？　プロデューサーさん\nじゃあ、わたしは石でも────,要战斗吗？制作人先生\n那我去找些石头────
2017017020220,あさひ,──────あ,──────啊
2017017020230,あさひ,プロデューサーさん、綺麗な石発見！,制作人先生，我发现了一块漂亮的石头！
0000000000000,プロデューサー,おお、さすが、あさひだな\nさっそく宝物見つけた,哦，不愧是朝日啊\n这么快就找到宝物了
2017017020240,あさひ,……これは、投げずにとっておこう,……这块石头还是不扔了，留着吧
2017017020250,あさひ,いいの？　プロデューサーさん\nスーツ、砂まみれになっちゃう,没关系吗？制作人先生\n西装会沾上沙子的
0000000000000,プロデューサー,あさひが楽しんでくれるなら\nそんなのへっちゃらだな,只要朝日开心的话\n这种事情根本不算什么
2017017020260,あさひ,ふふっ……ほんっと、変わらないなぁ\nプロデューサーさん,呵呵……制作人先生\n真是一点都没变呢
2017017020270,あさひ,────カイトはないから、声出そうか,────既然没有凯特，那就喊出声吧
2017017020280,あさひ,海の向こうまで届くような\n────……,要喊出能传到海的另一边的声音\n────……
2017017020290,あさひ,あーー,啊——
2017017020300,あさひ,ほら、プロデューサーさんも一緒に,来，制作人先生也一起
0000000000000,プロデューサー,……！\n────おう,……！\n────好
2017017020301,あさひ＆プロデューサー,あーーーーー──────,啊————————
0000000000000,プロデューサー,そしたら、きっと捕まえられる,这样的话，一定能抓住他
2017017020310,あさひ,……飲み物、残ってたら？,……还有饮料剩吗？
0000000000000,プロデューサー,一気に飲み干す,一口气喝完
2017017020320,あさひ,あははっ、そっか\n今度は、そうする,啊哈哈，这样啊\n下次就这么做
0000000000000,プロデューサー,途中の話はあとにすればいいし────,中途的话题之后再说也行────
0000000000000,プロデューサー,カイトが海に行ったなら\n船を出せばいいんだ,如果凯特去了海上\n我们就开船去追
2017017020330,あさひ,船……いいね、船\n大きいのじゃなくて、小さいのがいい,船……好啊，船\n不要大的，小船就好
0000000000000,プロデューサー,酔っちゃわないか？,不会晕船吗？
2017017020340,あさひ,波の揺れを感じられるほうが、楽しいよ,能感受到波浪的摇晃才更有趣呢
2017017020350,あさひ,──ついて来てくれる？,──你会跟我一起来吗？
0000000000000,プロデューサー,もちろん,当然会
info,produce_events/201701702.json,,
译者,claude-3-5-sonnet-20241022,,
