id,name,text,trans
0000000000000,プロデューサー,ファンイベントをやってみないか？,要不要试试举办粉丝活动？
1026003030010,ルカ,は……？,哈……？
0000000000000,プロデューサー,『G.R.A.D.』に向けて、ソロで\nフェス形式のライブの仕事を受けただろ？,为了『G.R.A.D.』，你不是接了一个个人\n节庆形式的演唱会工作吗？
0000000000000,プロデューサー,そこの主催者さんが、よかったらって言ってくださったんだ,那里的主办方说，如果可以的话就希望你能参加
0000000000000,プロデューサー,終演後に撮影会とかをやるアーティストさんもいるし、\nルカもどうかって,有些艺术家会在演出结束后举办拍照会，\n他们也希望路加你能这样做
1026003030020,ルカ,…………,…………
0000000000000,プロデューサー,既存のファンの人たちに参加してもらうのはもちろん,当然是希望现有的粉丝能参加
0000000000000,プロデューサー,他の人目当てでライブに来て、その日初めてルカを\n見てくれた人たちにも、アピールできる可能性がある,还有那些为了其他人来看演唱会，但那天第一次见到\n路加的人，也有可能被你吸引
0000000000000,プロデューサー,──それに何より、ルカはファンを大事にしてるだろ？,──而且最重要的是，路加你很重视粉丝吧？
1026003030030,ルカ,……！,……！
0000000000000,プロデューサー,ルカを応援してくれる人たちと関わるのは\nいい刺激にも、リフレッシュにもなるんじゃないかって,我觉得与支持你的粉丝互动，\n对你来说会是个很好的激励和放松──不过……
0000000000000,プロデューサー,思ったんだ──けど……,……你似乎不太愿意？
1026003030040,ルカ,……,……
0000000000000,プロデューサー,……あんまり気乗りしないか？,……不太感兴趣吗？
1026003030050,ルカ,……は\nだったらどうだってんだよ,……哈\n那又怎么样
1026003030060,ルカ,やりたくねェって言ったらやめんの？\nアンタ、そんな気持ちで仕事取ってきてんだ？,如果我说不想做，你就会放弃吗？\n你就这么随便接工作吗？
0000000000000,プロデューサー,そういうつもりじゃないんだ──,我不是那个意思──
1026003030070,ルカ,だったら黙ってやりゃァいいだろ\nいちいち顔色窺うな,那就闭嘴，照做就是了\n别每次都看我的脸色
1026003030080,ルカ,……好きにさせる気もねぇくせに,……明明不打算让我随意
0000000000000,プロデューサー,っ、ルカ──！　嫌だと思うなら言ってくれ、\n何度も言うけど、ルカが望まないことは──,啊，路加──！ 如果你不愿意就说，\n我再说一次，路加你不想做的事情──
1026003030090,ルカ,なんでもいい,随便你
1026003030100,ルカ,──アンタの『それ』は、信用ならない,──你的“那些话”，我不信
0000000000000,プロデューサー,っ……！,啊……！
1026003030110,ルカ,──出てけよ\nそろそろ準備する,──出去吧\n该准备了
0000000000000,プロデューサー,──……そうだな\n悪かった、仕事の前に……,──……也是\n在工作前……
1026003030120,ルカ,……,……
0000000000000,プロデューサー,いい案だと思ったんだけど……,我以为这是个好主意……
0000000000000,プロデューサー,（ファンは大切に思ってるけど、接触は苦手とか……？\nもしくは時期的にダメだったのか……）,（是因为虽然重视粉丝，但不擅长接触吗？\n还是因为时机不对……）
0000000000000,プロデューサー,…………ずっとだな…………,…………一直都是这样…………
0000000000000,プロデューサー,（『ルカはこうだろう』って想像してばかりで──\n……ろくなコミュニケーションが取れてない）,（总是想着“路加应该是这样”，\n……完全没有好好沟通）
0000000000000,プロデューサー,──ああ、くそ……！,──啊，真是的……！
0000000000000,プロデューサー,（俺が不甲斐ないせいで、十分なサポートができていない）,（因为我不争气，没能给她足够的支持）
0000000000000,プロデューサー,………──今の俺に、できること……,………──现在的我，能做的事情……
0000000000000,プロデューサー,（────ひとつ、ある）,（────有一样）
0000000000000,プロデューサー,（だとしたら今の時間はご迷惑だろうから、あとで──）,（如果是这样的话，现在的时间可能会打扰到她，还是稍后──）
0000000000000,プロデューサー,（────ルカ、すまん）,（────路加，对不起）
0000000000000,？？？,『──もしもし……？』,『──喂……？』
0000000000000,プロデューサー,お忙しいところ申し訳ありません\n今、お時間よろしいでしょうか,打扰您了\n现在方便接电话吗
0000000000000,プロデューサー,──ルカについて、お話を聞かせていただけませんか,──能跟我聊聊路加的事情吗
0000000000000,ルカの元マネージャー,『……！』,『……！』
0000000000000,ルカの元マネージャー,きっと…………,一定是…………
0000000000000,ルカの元マネージャー,……あの子のまわりにいたのは\nあの子から大切なものを奪う大人ばかりだった,……在那孩子身边的\n都是些从她那里夺取重要东西的大人
0000000000000,ルカの元マネージャー,……私も含めて。だから──────,……包括我在内。所以──────
0000000000000,プロデューサー,（『奪われる』ことに絶望していて）,（她对“被夺走”感到绝望）
0000000000000,プロデューサー,（──────でも、それだけじゃないんだな）,（──────但，不仅仅是这样）
0000000000000,ルカの元マネージャー,『そんな、奪われるつらさがわかるあの子だからこそ\n私から何かを奪っていたんじゃないかって考えて……っ』,『正因为那孩子知道被夺走的痛苦\n所以我才会觉得她可能也在从我这里夺走什么……』
0000000000000,ルカの元マネージャー,『──────っ………………\nごめんなさい…………』,『──────……\n对不起…………』
0000000000000,プロデューサー,……すみません\nつらいことをお聞きしてしまって,……对不起\n问了让你痛苦的问题
0000000000000,ルカの元マネージャー,『いえ……！　そうじゃないんです\nつらいのはあの子だから……』,『不……！不是这样的\n痛苦的是那孩子……』
0000000000000,ルカの元マネージャー,『…………私はルカに何かを奪われたとは思っていません』,『……我从没觉得被路加夺走了什么』
0000000000000,ルカの元マネージャー,『でもあの子はそうは思っていない──……思えない\n優しくて、傷つきやすくて……自分に厳しい子なんです』,『但那孩子不这么认为──……她不能这么想\n她温柔、易受伤……对自己很严格』
0000000000000,ルカの元マネージャー,『………………自分のこと責めてるのかな……──\nごめんねルカ──違うの……』,『………………她可能在责怪自己……──\n对不起，路加──不是这样的……』
0000000000000,プロデューサー,（マネージャーさんが言っていたように）,（正如经理所说）
0000000000000,プロデューサー,（ルカの毎日が、『奪う』とか『奪われる』とか……\nそんな……そんな悲しいことに溢れているなら──……）,（如果路加的每一天，都充满了“夺取”和“被夺取”……\n那么这样的悲伤……）
0000000000000,プロデューサー,ルカから、何も奪わないのはもちろん\n──ルカに────,不仅要确保不从路加那里夺走任何东西\n──也不会让路加────
0000000000000,プロデューサー,────何かを奪わせもしない,────从别人那里夺走任何东西
0000000000000,プロデューサー,……\nそれから────,……\n然后────
0000000000000,プロデューサー,つかんでほしくて──────\n何かもっと……,希望你能抓住────\n更多的……
0000000000000,プロデューサー,あなたが幸せになれるものを,能让你幸福的东西
0000000000000,プロデューサー,────そうだ、つかんでもらうんだ,────对，就是让你抓住
0000000000000,プロデューサー,ルカにとって大事なものを\n──たくさん,对路加来说重要的东西\n──很多很多
info,produce_events/102600303.json,,
译者,gpt-4o-2024-05-13,,
