id,name,text,trans
0000000000000,VTR（天の声）,『では、お披露目です！\nクライマックス大貧民の園田さーん！』,『那么，现在开始介绍！\n《Climax大贫民》的园田小姐！』
4001081070010,VTR（智代子）,『はーい！』,『嗨！』
4001081070020,VTR（智代子）,『どうも！\n放課後クライマックスガールズ、チョコアイドルの──』,『大家好！\n我是放学后Climax Girls的巧克力偶像──』
4001081070030,VTR（智代子）,『──いえ！\n放課後クライマックスガールズ、チョコアイドルかつ！』,『──不对！\n我是放学后Climax Girls的巧克力偶像兼！』
0000000000000,VTR（芸人たち）,『かつ』,『兼』
4001081070040,VTR（智代子）,『クライマックス大貧民の園田智代子です！』,『《Climax大贫民》的园田智代子！』
4001081070041,VTR（一同）,『いえーい！』,『耶！』
0000000000000,VTR（芸人たち）,『いや多いな要素が！』,『要素也太多了吧！』
4001081070050,夏葉,改めて考えると大変なゲームだったわね……,仔细想想，这真是个不得了的游戏呢……
4001081070060,樹里,大富豪と別のところにも\nすげー頭使ってたもんな……,除了大富豪之外，\n其他地方也用了不少脑子呢……
4001081070070,果穂,えへへ……\nカードいつ落とそうってばっかり考えてました……っ！,嘿嘿……\n我一直在想着什么时候出牌呢……！
4001081070080,智代子,これがマルチタスクってやつかな？,这就是所谓的多任务处理吧？
4001081070090,凛世,ふふ……\nそうかもしれません……,呵呵……\n也许是这样呢……
4001081070100,智代子,──なので、ね！,──所以呢！
4001081070110,智代子,みなさまにおかれましては、この結果は本来の力を\n発揮できていないものと思っていただけましたら……！？,希望大家能理解，这个结果并没有发挥出我们真正的实力……！
4001081070120,夏葉,あら\nそれは潔くないんじゃないかしら？,哎呀\n这样说不觉得有点不够坦率吗？
4001081070130,夏葉,負けは負けよ、智代子,输了就是输了，智代子
4001081070140,智代子,んもう！\n夏葉ちゃんは厳しいんだから……！,真是的！\n夏葉你太严格了……！
4001081070141,一同,あははっ,哈哈哈
4001081070150,樹里,……そうだ,……对了
4001081070160,樹里,あの日さ、休憩中に\n微妙な空気になった時あったよな,那天休息的时候，\n气氛有点微妙呢
4001081070170,智代子,あった！,是啊！
4001081070180,智代子,全部これ由来だったのかぁ……って\nすっごく納得のアレね──,原来一切都是因为这个啊……\n真是让人恍然大悟呢──
4001081070190,樹里,……なぁ、チョコさ,……喂，巧克力
4001081070200,樹里,今日結構新しい言い回し？　っつーのか……？\n試してたけど,今天你试了不少新的表达方式吧……？
4001081070210,智代子,え！？\nう、うん……！,诶！？\n嗯、嗯……！
4001081070220,樹里,アタシは、嫌いじゃないからな……！,我，并不讨厌哦……！
4001081070230,智代子,……！,……！
4001081070240,智代子,そっ……そっか！　ありがとう……！,这、这样啊！谢谢……！
4001081070241,智代子＆樹里,……,……
4001081070250,果穂,樹里ちゃーん！,樹里～！
4001081070260,樹里,……！\nおー、どうした、果穂,……！\n哦，怎么了，果穂
4001081070270,果穂,これ！\nお水、もらってきました！,这个！\n我拿水来了！
4001081070280,樹里,え？,诶？
4001081070290,果穂,のどかわいてるんですよね！\nいっぱい飲んでください！,你口渴了吧！\n请多喝点！
4001081070300,樹里,あ……,啊……
4001081070310,智代子,私も緊張したもんなー……！\n喉、渇くよね,我也紧张了呢……！\n喉咙会干吧
4001081070320,樹里,そ、そうなんだよ……！\nさっきはちょっと我慢できなくてさ──,是、是啊……！\n刚才有点忍不住了──
4001081070330,樹里,ありがとうな果穂！,谢谢啦，果穂！
4001081070340,果穂,はい！,嗯！
4001081070350,果穂,お水足りないのよくないって\nみなさん言ってるので……！,大家常说水不够对身体不好……！
4001081070360,樹里,おー……！\n早速いただこうかな,哦……！\n那我就不客气了
4001081070370,樹里,──、──、っはぁ……,──、──、哈啊……
4001081070380,樹里,美味い！\n……サンキュー,好喝！\n……谢谢
4001081070390,果穂,えへへ……！,嘿嘿……！
4001081070400,夏葉,ああ果穂、いた,啊，果穂，你在这儿啊
4001081070410,果穂,？,？
4001081070420,夏葉,いえ、ふふ\nいつも通りみたいで安心したわ,不，呵呵\n看到你和平常一样我就放心了
